seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	26560953	26560993	41	*	X004282	64793	26560693	26605299	44607	+	0	inside	259	CEP85
chr1	26735990	26736076	87	*	X004284	79727	26737269	26756219	18951	+	1192	upstream	1192	LIN28A
chr1	26736113	26736376	264	*	X004285	79727	26737269	26756219	18951	+	892	upstream	892	LIN28A
chr1	26736503	26736602	100	*	X004286	79727	26737269	26756219	18951	+	666	upstream	666	LIN28A
chr1	26737427	26737554	128	*	X004287	79727	26737269	26756219	18951	+	0	inside	157	LIN28A
chr1	26758892	26759026	135	*	X004295	79947	26758773	26797795	39023	+	0	inside	118	DHDDS
chr1	27114212	27114307	96	*	X004299	55650	27114454	27124894	10441	+	146	upstream	146	PIGV
chr1	27668698	27668791	94	*	X004342	84958	27668483	27680423	11941	+	0	inside	214	SYTL1
chr1	27700948	27701052	105	*	X004345	8547	27695601	27701315	5715	-	0	inside	262	FCN3
chr1	27709317	27709514	198	*	X004353	388611	27705596	27709805	4210	-	0	inside	290	CD164L2
chr1	27710026	27710112	87	*	X004354	388611	27705596	27709805	4210	-	220	upstream	220	CD164L2
chr1	27710143	27710382	240	*	X004355	388611	27705596	27709805	4210	-	337	upstream	337	CD164L2
chr1	27717505	27717699	195	*	X004357	2827	27719148	27722317	3170	+	1448	upstream	1448	GPR3
chr1	27717748	27717867	120	*	X004358	2827	27719148	27722317	3170	+	1280	upstream	1280	GPR3
chr1	27717943	27718211	269	*	X004359	2827	27719148	27722317	3170	+	936	upstream	936	GPR3
chr1	27961377	27961578	202	*	X004367	2268	27938801	27961727	22927	-	0	inside	148	FGR
chr1	27962959	27963078	120	*	X004368	2268	27938801	27961727	22927	-	1231	upstream	1231	FGR
chr1	27963125	27963337	213	*	X004369	2268	27938801	27961727	22927	-	1397	upstream	1397	FGR
chr1	28414835	28414999	165	*	X004384	2140	28296855	28415148	118294	-	0	inside	148	EYA3
chr1	28585241	28585479	239	*	X004396	83667	28585963	28609002	23040	+	483	upstream	483	SESN2
chr1	28879725	28880118	394	*	X004398	54952	28879529	28905057	25529	+	0	inside	195	TRNAU1AP
chr1	28907931	28907987	57	*	X004399	677838	28906276	28906405	130	-	1525	upstream	1525	SNORA61
chr1	28907931	28907987	57	*	X004399	677825	28906893	28907024	132	-	906	upstream	906	SNORA44
chr1	28907931	28907987	57	*	X004399	692073	28907432	28907565	134	-	365	upstream	365	SNORA16A
chr1	28969210	28969451	242	*	X004401	6883	28929609	28969604	39996	-	0	inside	152	TAF12
chr1	29136777	29136926	150	*	X004408	4985	29138654	29190208	51555	+	1727	upstream	1727	OPRD1
chr1	29136942	29137076	135	*	X004409	4985	29138654	29190208	51555	+	1577	upstream	1577	OPRD1
chr1	29137122	29137406	285	*	X004410	4985	29138654	29190208	51555	+	1247	upstream	1247	OPRD1
chr1	29138382	29138522	141	*	X004411	4985	29138654	29190208	51555	+	131	upstream	131	OPRD1
chr1	29451996	29452057	62	*	X004431	399474	29445937	29450421	4485	-	1574	upstream	1574	TMEM200B
chr1	29452283	29452462	180	*	X004432	399474	29445937	29450421	4485	-	1861	upstream	1861	TMEM200B
chr1	31382188	31382427	240	*	X004595	9672	31342313	31381480	39168	-	707	upstream	707	SDC3
chr1	31383328	31383469	142	*	X004596	9672	31342313	31381480	39168	-	1847	upstream	1847	SDC3
chr1	31712876	31713008	133	*	X004614	79570	31652592	31712734	60143	-	141	upstream	141	NKAIN1
chr1	31714334	31714438	105	*	X004615	79570	31652592	31712734	60143	-	1599	upstream	1599	NKAIN1
chr1	31769904	31770143	240	*	X004616	51538	31769842	31837780	67939	+	0	inside	61	ZCCHC17
chr1	31769904	31770143	240	*	X004616	9410	31732415	31769644	37230	-	259	upstream	259	SNRNP40
chr1	32042230	32042412	183	*	X004625	64129	32042086	32053287	11202	+	0	inside	143	TINAGL1
chr1	32081233	32081352	120	*	X004634	3061	32083301	32098119	14819	+	1948	upstream	1948	HCRTR1
chr1	32081434	32081598	165	*	X004635	3061	32083301	32098119	14819	+	1702	upstream	1702	HCRTR1
chr1	32081824	32081943	120	*	X004636	3061	32083301	32098119	14819	+	1357	upstream	1357	HCRTR1
chr1	32082244	32082378	135	*	X004637	3061	32083301	32098119	14819	+	922	upstream	922	HCRTR1
chr1	32082763	32082897	135	*	X004638	3061	32083301	32098119	14819	+	403	upstream	403	HCRTR1
chr1	32082928	32083151	224	*	X004639	3061	32083301	32098119	14819	+	149	upstream	149	HCRTR1
chr1	32224081	32224455	375	*	X004678	100423028	32224261	32224336	76	-	0	includeFeature	0	MIR4254
chr1	32225746	32225760	15	*	X004679	100423028	32224261	32224336	76	-	1409	upstream	1409	MIR4254
chr1	32225866	32226045	180	*	X004680	100423028	32224261	32224336	76	-	1529	upstream	1529	MIR4254
chr1	32226088	32226093	6	*	X004681	100423028	32224261	32224336	76	-	1751	upstream	1751	MIR4254
chr1	32230666	32230785	120	*	X004689	576	32192718	32229648	36931	-	1017	upstream	1017	ADGRB2
chr1	32230978	32231208	231	*	X004690	576	32192718	32229648	36931	-	1329	upstream	1329	ADGRB2
chr1	32538104	32538262	159	*	X004729	55116	32538503	32568467	29965	+	240	upstream	240	TMEM39B
chr1	32573758	32573892	135	*	X004730	23633	32573644	32642168	68525	+	0	inside	113	KPNA6
chr1	32688053	32688187	135	*	X004731	56063	32680078	32687926	7849	-	126	upstream	126	TMEM234
chr1	32688218	32688562	345	*	X004732	56063	32680078	32687926	7849	-	291	upstream	291	TMEM234
chr1	32712676	32712915	240	*	X004733	84734	32712818	32714461	1644	+	0	overlapStart	0	FAM167B
chr1	32757391	32757451	61	*	X004737	3065	32757708	32799224	41517	+	256	upstream	256	HDAC1
chr1	32757891	32758275	385	*	X004738	3065	32757708	32799224	41517	+	0	inside	182	HDAC1
chr1	32859676	32860005	330	*	X004739	55108	32830705	32860062	29358	-	0	inside	56	BSDC1
chr1	33167950	33168129	180	*	X004754	81493	33145507	33168361	22855	-	0	inside	231	SYNC
chr1	33168935	33169074	140	*	X004755	81493	33145507	33168361	22855	-	573	upstream	573	SYNC
chr1	33169431	33169595	165	*	X004756	81493	33145507	33168361	22855	-	1069	upstream	1069	SYNC
chr1	33169795	33170034	240	*	X004757	81493	33145507	33168361	22855	-	1433	upstream	1433	SYNC
chr1	33170350	33170494	145	*	X004758	81493	33145507	33168361	22855	-	1988	upstream	1988	SYNC
chr1	33282598	33282717	120	*	X004763	64766	33283043	33324480	41438	+	325	upstream	325	S100PBP
chr1	33282748	33282882	135	*	X004764	64766	33283043	33324480	41438	+	160	upstream	160	S100PBP
chr1	33337693	33338014	322	*	X004770	252995	33327869	33338082	10214	-	0	inside	67	FNDC5
chr1	33350410	33350547	138	*	X004776	3208	33352098	33360247	8150	+	1550	upstream	1550	HPCA
chr1	33350623	33350704	82	*	X004777	3208	33352098	33360247	8150	+	1393	upstream	1393	HPCA
chr1	33351253	33351372	120	*	X004778	3208	33352098	33360247	8150	+	725	upstream	725	HPCA
chr1	33351517	33351834	318	*	X004779	3208	33352098	33360247	8150	+	263	upstream	263	HPCA
chr1	33366733	33366816	84	*	X004798	113452	33360196	33366953	6758	-	0	inside	136	TMEM54
chr1	33367288	33367452	165	*	X004799	113452	33360196	33366953	6758	-	334	upstream	334	TMEM54
chr1	34630999	34631121	123	*	X004873	84970	34632624	34684731	52108	+	1502	upstream	1502	C1orf94
chr1	34631347	34631459	113	*	X004874	84970	34632624	34684731	52108	+	1164	upstream	1164	C1orf94
chr1	34631347	34631459	113	*	X004874	114784	33979609	34631443	651835	-	0	overlapStart	0	CSMD2
chr1	34631681	34631876	196	*	X004875	84970	34632624	34684731	52108	+	747	upstream	747	C1orf94
chr1	34631681	34631876	196	*	X004875	114784	33979609	34631443	651835	-	237	upstream	237	CSMD2
chr1	34631947	34632066	120	*	X004876	84970	34632624	34684731	52108	+	557	upstream	557	C1orf94
chr1	34631947	34632066	120	*	X004876	114784	33979609	34631443	651835	-	503	upstream	503	CSMD2
chr1	34633087	34633099	13	*	X004877	114784	33979609	34631443	651835	-	1643	upstream	1643	CSMD2
chr1	35224993	35225112	120	*	X004895	127534	35225342	35229325	3984	+	229	upstream	229	GJB4
chr1	35225165	35225299	135	*	X004896	127534	35225342	35229325	3984	+	42	upstream	42	GJB4
chr1	35225458	35225644	187	*	X004897	127534	35225342	35229325	3984	+	0	inside	115	GJB4
chr1	35245588	35245707	120	*	X004908	2707	35246790	35251967	5178	+	1082	upstream	1082	GJB3
chr1	35246279	35246378	100	*	X004909	2707	35246790	35251967	5178	+	411	upstream	411	GJB3
chr1	35246654	35247163	510	*	X004910	2707	35246790	35251967	5178	+	0	overlapStart	0	GJB3
chr1	35257784	35257898	115	*	X004915	2701	35258171	35261348	3178	+	272	upstream	272	GJA4
chr1	35325202	35325324	123	*	X004922	113444	35315963	35325417	9455	-	0	inside	92	SMIM12
chr1	35370904	35371038	135	*	X004945	58512	35331037	35370984	39948	-	0	overlapStart	0	DLGAP3
chr1	36037092	36037226	135	*	X004962	339488	36038971	36060927	21957	+	1744	upstream	1744	TFAP2E
chr1	36037229	36037301	73	*	X004963	339488	36038971	36060927	21957	+	1669	upstream	1669	TFAP2E
chr1	36037992	36038126	135	*	X004964	339488	36038971	36060927	21957	+	844	upstream	844	TFAP2E
chr1	36038159	36038293	135	*	X004965	339488	36038971	36060927	21957	+	677	upstream	677	TFAP2E
chr1	36038654	36038818	165	*	X004966	339488	36038971	36060927	21957	+	152	upstream	152	TFAP2E
chr1	36038834	36039054	221	*	X004967	339488	36038971	36060927	21957	+	0	overlapStart	0	TFAP2E
chr1	36273180	36273479	300	*	X004990	192670	36273828	36323490	49663	+	348	upstream	348	AGO4
chr1	36690114	36690130	17	*	X005009	9967	36690017	36770957	80941	+	0	inside	96	THRAP3
chr1	36690139	36690513	375	*	X005010	9967	36690017	36770957	80941	+	0	inside	121	THRAP3
chr1	36789555	36789641	87	*	X005012	55194	36787632	36789755	2124	-	0	inside	113	EVA1B
chr1	36863242	36863391	150	*	X005023	84967	36859031	36863493	4463	-	0	inside	101	LSM10
chr1	36929377	36929763	387	*	X005024	64960	36921362	36930040	8679	-	0	inside	276	MRPS15
chr1	37500915	37500940	26	*	X005128	2899	37261128	37499844	238717	-	1070	upstream	1070	GRIK3
chr1	37500986	37501150	165	*	X005129	2899	37261128	37499844	238717	-	1141	upstream	1141	GRIK3
chr1	38019677	38019815	139	*	X005177	79753	38000050	38019945	19896	-	0	inside	129	SNIP1
chr1	38063416	38063526	111	*	X005179	29889	38032413	38061586	29174	-	1829	upstream	1829	GNL2
chr1	38099839	38100316	478	*	X005216	284654	38076951	38100595	23645	-	0	inside	278	RSPO1
chr1	38100335	38100429	95	*	X005217	284654	38076951	38100595	23645	-	0	inside	165	RSPO1
chr1	38100490	38100669	180	*	X005218	284654	38076951	38100595	23645	-	0	overlapStart	0	RSPO1
chr1	38100736	38100834	99	*	X005219	284654	38076951	38100595	23645	-	140	upstream	140	RSPO1
chr1	38101429	38101638	210	*	X005220	284654	38076951	38100595	23645	-	833	upstream	833	RSPO1
chr1	38101660	38101794	135	*	X005221	284654	38076951	38100595	23645	-	1064	upstream	1064	RSPO1
chr1	38158458	38158596	139	*	X005243	54955	38147242	38157888	10647	-	569	upstream	569	C1orf109
chr1	38230385	38230600	216	*	X005259	284656	38179553	38230824	51272	-	0	inside	223	EPHA10
chr1	38230912	38231347	436	*	X005260	284656	38179553	38230824	51272	-	87	upstream	87	EPHA10
chr1	38231459	38231680	222	*	X005261	284656	38179553	38230824	51272	-	634	upstream	634	EPHA10
chr1	38231812	38231953	142	*	X005262	284656	38179553	38230824	51272	-	987	upstream	987	EPHA10
chr1	38232031	38232115	85	*	X005263	284656	38179553	38230824	51272	-	1206	upstream	1206	EPHA10
chr1	38232461	38232640	180	*	X005264	284656	38179553	38230824	51272	-	1636	upstream	1636	EPHA10
chr1	38273305	38273319	15	*	X005266	127687	38273473	38275126	1654	+	153	upstream	153	C1orf122
chr1	38324987	38325216	230	*	X005267	4520	38275239	38325292	50054	-	0	inside	75	MTF1
chr1	38412431	38412594	164	*	X005269	3633	38326369	38412729	86361	-	0	inside	134	INPP5B
chr1	38478680	38478829	150	*	X005271	51118	38478384	38490497	12114	+	0	inside	295	UTP11
chr1	38513039	38513114	76	*	X005281	5453	38509523	38512450	2928	-	588	upstream	588	POU3F1
chr1	38513301	38513405	105	*	X005282	5453	38509523	38512450	2928	-	850	upstream	850	POU3F1
chr1	38513436	38513690	255	*	X005283	5453	38509523	38512450	2928	-	985	upstream	985	POU3F1
chr1	38680580	38680744	165	*	X005309	339442	38674706	38680439	5734	-	140	upstream	140	LINC01343
chr1	38680820	38680877	58	*	X005310	339442	38674706	38680439	5734	-	380	upstream	380	LINC01343
chr1	38680925	38680954	30	*	X005311	339442	38674706	38680439	5734	-	485	upstream	485	LINC01343
chr1	39407160	39407451	292	*	X005374	54933	39351479	39407456	55978	-	0	inside	4	RHBDL2
chr1	39492080	39492244	165	*	X005378	4725	39491967	39500308	8342	+	0	inside	112	NDUFS5
chr1	39873758	39873877	120	*	X005382	643314	39875176	39882154	6979	+	1298	upstream	1298	KIAA0754
chr1	39955927	39956121	195	*	X005383	353500	39957318	39995541	38224	+	1196	upstream	1196	BMP8A
chr1	40137355	40137577	223	*	X005425	84618	40124793	40137710	12918	-	0	inside	132	NT5C1A
chr1	40137729	40138192	464	*	X005426	84618	40124793	40137710	12918	-	18	upstream	18	NT5C1A
chr1	40138768	40138952	185	*	X005427	84618	40124793	40137710	12918	-	1057	upstream	1057	NT5C1A
chr1	40156758	40156923	166	*	X005436	51440	40144645	40157089	12445	-	0	inside	165	HPCAL4
chr1	40157401	40157985	585	*	X005437	51440	40144645	40157089	12445	-	311	upstream	311	HPCAL4
chr1	40158138	40158305	168	*	X005438	51440	40144645	40157089	12445	-	1048	upstream	1048	HPCAL4
chr1	40158345	40158482	138	*	X005439	51440	40144645	40157089	12445	-	1255	upstream	1255	HPCAL4
chr1	40202896	40203030	135	*	X005443	10450	40204517	40229586	25070	+	1486	upstream	1486	PPIE
chr1	40368819	40368983	165	*	X005450	4610	40361096	40367687	6592	-	1131	upstream	1131	MYCL
chr1	40419351	40419500	150	*	X005456	84879	40420784	40435628	14845	+	1283	upstream	1283	MFSD2A
chr1	40420491	40420589	99	*	X005457	84879	40420784	40435628	14845	+	194	upstream	194	MFSD2A
chr1	40420814	40420910	97	*	X005458	84879	40420784	40435628	14845	+	0	inside	29	MFSD2A
chr1	40421046	40421468	423	*	X005459	84879	40420784	40435628	14845	+	0	inside	261	MFSD2A
chr1	40723992	40724044	53	*	X005467	10269	40723722	40759856	36135	+	0	inside	269	ZMPSTE24
chr1	40783286	40783388	103	*	X005469	1298	40766163	40783060	16898	-	225	upstream	225	COL9A2
chr1	40783404	40783538	135	*	X005470	1298	40766163	40783060	16898	-	343	upstream	343	COL9A2
chr1	40783719	40783828	110	*	X005471	1298	40766163	40783060	16898	-	658	upstream	658	COL9A2
chr1	40943206	40943237	32	*	X005474	339559	40943302	40962015	18714	+	64	upstream	64	ZFP69
chr1	40943598	40943645	48	*	X005475	339559	40943302	40962015	18714	+	0	inside	295	ZFP69
chr1	40974110	40974229	120	*	X005476	64789	40974433	40982214	7782	+	203	upstream	203	EXO5
chr1	40996704	40996744	41	*	X005477	127396	40997233	41013841	16609	+	488	upstream	488	ZNF684
chr1	41157995	41158146	152	*	X005479	100130557	41154752	41157933	3182	-	61	upstream	61	NFYC-AS1
chr1	41328320	41328424	105	*	X005504	163732	41326728	41328018	1291	-	301	upstream	301	CITED4
chr1	41328449	41328568	120	*	X005505	163732	41326728	41328018	1291	-	430	upstream	430	CITED4
chr1	42619382	42619446	65	*	X005633	2981	42619092	42621495	2404	+	0	inside	289	GUCA2B
chr1	42630235	42630308	74	*	X005638	2980	42628362	42630395	2034	-	0	inside	86	GUCA2A
chr1	42630470	42630616	147	*	X005639	2980	42628362	42630395	2034	-	74	upstream	74	GUCA2A
chr1	42630700	42631029	330	*	X005640	2980	42628362	42630395	2034	-	304	upstream	304	GUCA2A
chr1	42801136	42801300	165	*	X005642	22887	42642210	42801548	159339	-	0	inside	247	FOXJ3
chr1	42845792	42846064	273	*	X005643	284716	42846468	42889900	43433	+	403	upstream	403	RIMKLA
chr1	43124327	43124521	195	*	X005645	10465	43124048	43142429	18382	+	0	inside	278	PPIH
chr1	43147622	43147731	110	*	X005646	4904	43148066	43168020	19955	+	334	upstream	334	YBX1
chr1	43233032	43233254	223	*	X005647	79078	43232916	43241413	8498	+	0	inside	115	C1orf50
chr1	43233032	43233254	223	*	X005647	64175	43212006	43232755	20750	-	276	upstream	276	P3H1
chr1	43423332	43423467	136	*	X005654	440584	43424720	43449029	24310	+	1252	upstream	1252	SLC2A1-AS1
chr1	43425012	43425146	135	*	X005655	440584	43424720	43449029	24310	+	0	inside	291	SLC2A1-AS1
chr1	43425012	43425146	135	*	X005655	6513	43391046	43424847	33802	-	164	upstream	164	SLC2A1
chr1	43637404	43637583	180	*	X005658	149465	43638001	43720029	82029	+	417	upstream	417	CFAP57
chr1	43637599	43637733	135	*	X005659	149465	43638001	43720029	82029	+	267	upstream	267	CFAP57
chr1	43735479	43735502	24	*	X005674	128218	43735665	43739673	4009	+	162	upstream	162	TMEM125
chr1	43736827	43737081	255	*	X005675	10969	43629845	43736607	106763	-	219	upstream	219	EBNA1BP2
chr1	43737369	43737578	210	*	X005676	10969	43629845	43736607	106763	-	761	upstream	761	EBNA1BP2
chr1	43737684	43737697	14	*	X005677	10969	43629845	43736607	106763	-	1076	upstream	1076	EBNA1BP2
chr1	43824041	43824175	135	*	X005700	991	43824626	43828873	4248	+	450	upstream	450	CDC20
chr1	43824296	43824348	53	*	X005701	991	43824626	43828873	4248	+	277	upstream	277	CDC20
chr1	43855016	43855330	315	*	X005702	23334	43855556	43919918	64363	+	225	upstream	225	SZT2
chr1	43855016	43855330	315	*	X005702	112950	43849579	43855483	5905	-	0	inside	152	MED8
chr1	44679331	44679389	59	*	X005733	55929	44679125	44686351	7227	+	0	inside	205	DMAP1
chr1	44870620	44870769	150	*	X005744	55182	44870960	45117396	246437	+	190	upstream	190	RNF220
chr1	45205676	45205810	135	*	X005766	11004	45205490	45233438	27949	+	0	inside	185	KIF2C
chr1	45240701	45240895	195	*	X005767	6202	45241246	45244412	3167	+	350	upstream	350	RPS8
chr1	45240701	45240895	195	*	X005767	26811	45241537	45241610	74	+	641	upstream	641	SNORD55
chr1	45240701	45240895	195	*	X005767	94161	45242164	45242261	98	+	1268	upstream	1268	SNORD46
chr1	45451968	45452177	210	*	X005770	8891	45316194	45452394	136201	-	0	inside	216	EIF2B3
chr1	45672616	45672750	135	*	X005772	57643	45482076	45672250	190175	-	365	upstream	365	ZSWIM5
chr1	45672778	45672855	78	*	X005773	57643	45482076	45672250	190175	-	527	upstream	527	ZSWIM5
chr1	45956267	45956671	405	*	X005775	10420	45809555	45956840	147286	-	0	inside	168	TESK2
chr1	45966845	45966964	120	*	X005776	126661	45959598	45965751	6154	-	1093	upstream	1093	CCDC163
chr1	46016720	46016742	23	*	X005777	10327	46016455	46035723	19269	+	0	inside	264	AKR1A1
chr1	46049502	46049535	34	*	X005778	4678	46049660	46084578	34919	+	124	upstream	124	NASP
chr1	46151870	46151959	90	*	X005780	51249	46153847	46160108	6262	+	1887	upstream	1887	TMEM69
chr1	46152187	46152192	6	*	X005781	51249	46153847	46160108	6262	+	1654	upstream	1654	TMEM69
chr1	46152187	46152192	6	*	X005781	60313	46092976	46152302	59327	-	0	inside	109	GPBP1L1
chr1	46639560	46639694	135	*	X005791	10103	46640749	46651634	10886	+	1054	upstream	1054	TSPAN1
chr1	46640362	46640616	255	*	X005792	10103	46640749	46651634	10886	+	132	upstream	132	TSPAN1
chr1	46669279	46669443	165	*	X005794	541468	46669006	46686928	17923	+	0	inside	272	LURAP1
chr1	46805363	46805572	210	*	X005796	387338	46805849	46830824	24976	+	276	upstream	276	NSUN4
chr1	46897709	46897828	120	*	X005800	729041	46899499	46911374	11876	+	1670	upstream	1670	FAAHP1
chr1	46897919	46897983	65	*	X005801	729041	46899499	46911374	11876	+	1515	upstream	1515	FAAHP1
chr1	46898038	46898188	151	*	X005802	729041	46899499	46911374	11876	+	1310	upstream	1310	FAAHP1
chr1	46898534	46898653	120	*	X005803	729041	46899499	46911374	11876	+	845	upstream	845	FAAHP1
chr1	46898774	46898968	195	*	X005804	729041	46899499	46911374	11876	+	530	upstream	530	FAAHP1
chr1	46899464	46899593	130	*	X005805	729041	46899499	46911374	11876	+	0	overlapStart	0	FAAHP1
chr1	47697586	47697775	190	*	X005944	6886	47681963	47697892	15930	-	0	inside	116	TAL1
chr1	47698041	47698080	40	*	X005945	6886	47681963	47697892	15930	-	148	upstream	148	TAL1
chr1	47698141	47698500	360	*	X005946	6886	47681963	47697892	15930	-	248	upstream	248	TAL1
chr1	48462152	48462378	227	*	X006119	388630	48226200	48462562	236363	-	0	inside	183	TRABD2B
chr1	48464282	48464371	90	*	X006120	388630	48226200	48462562	236363	-	1719	upstream	1719	TRABD2B
chr1	49242752	49242912	161	*	X006130	79656	49193540	49242547	49008	-	204	upstream	204	BEND5
chr1	49242973	49243143	171	*	X006131	79656	49193540	49242547	49008	-	425	upstream	425	BEND5
chr1	49243339	49243428	90	*	X006132	79656	49193540	49242547	49008	-	791	upstream	791	BEND5
chr1	50889811	50890007	197	*	X006157	63950	50883223	50889119	5897	-	691	upstream	691	DMRTA2
chr1	50890712	50890753	42	*	X006158	63950	50883223	50889119	5897	-	1592	upstream	1592	DMRTA2
chr1	50890914	50890966	53	*	X006159	63950	50883223	50889119	5897	-	1794	upstream	1794	DMRTA2
chr1	50890997	50891071	75	*	X006160	63950	50883223	50889119	5897	-	1877	upstream	1877	DMRTA2
chr1	51810360	51810523	164	*	X006182	22996	51752930	51810785	57856	-	0	inside	261	TTC39A
chr1	51811619	51811768	150	*	X006183	22996	51752930	51810785	57856	-	833	upstream	833	TTC39A
